age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub
35-50,Other,75k-100k,Urban,Video,Finance,0.0322,0.1986,0.00639492,5000
35-50,Other,75k-100k,Urban,Video,Technology,0.0269,0.4796,0.012901240000000001,5000
35-50,Other,100k+,Rural,Banner,Fashion,0.0472,0.1082,0.00510704,5000
35-50,Other,100k+,Rural,Banner,Finance,0.0506,0.1714,0.00867284,5000
50-65,Female,0-25k,Rural,Banner,Fashion,0.0605,0.1261,0.007629049999999999,5000
50-65,Female,0-25k,Rural,Banner,Food,0.046725,0.17095,0.00798763875,5000
50-65,Female,0-25k,Rural,Banner,Technology,0.0223,0.1248,0.00278304,5000
50-65,Female,0-25k,Rural,Native,Fashion,0.026799999999999997,0.1518,0.004068239999999999,5000
50-65,Female,0-25k,Rural,Native,Finance,0.0378,0.4107,0.01552446,5000
50-65,Female,0-25k,Rural,Text,Fashion,0.0703,0.1383,0.00972249,5000
50-65,Female,0-25k,Rural,Text,Health,0.05595,0.07875,0.0044060625,5000
50-65,Female,0-25k,Rural,Text,Travel,0.0746,0.0769,0.00573674,5000
50-65,Female,0-25k,Rural,Video,Finance,0.0571,0.30055,0.017161404999999998,5000
50-65,Female,0-25k,Rural,Video,Technology,0.04315,0.0904,0.0039007599999999996,5000
50-65,Female,0-25k,Suburban,Banner,Finance,0.0597,0.1177,0.00702669,5000
50-65,Female,0-25k,Suburban,Banner,Food,0.0656,0.1304,0.00855424,5000
50-65,Female,0-25k,Suburban,Banner,Health,0.0725,0.3626,0.026288499999999996,5000
50-65,Female,0-25k,Suburban,Banner,Technology,0.0713,0.0999,0.007122870000000001,5000
50-65,Female,0-25k,Suburban,Banner,Travel,0.05,0.444,0.0222,5000
50-65,Female,0-25k,Suburban,Native,Finance,0.0582,0.134,0.007798800000000001,5000
50-65,Female,0-25k,Suburban,Native,Health,0.038,0.3226,0.0122588,5000
50-65,Female,0-25k,Suburban,Native,Travel,0.0659,0.0599,0.00394741,5000
50-65,Female,0-25k,Suburban,Text,Food,0.0665,0.365,0.024272500000000002,5000
50-65,Female,0-25k,Suburban,Text,Health,0.0375,0.0949,0.00355875,5000
50-65,Female,0-25k,Suburban,Text,Technology,0.0317,0.0121,0.00038356999999999996,5000
50-65,Female,0-25k,Suburban,Video,Health,0.0398,0.1579,0.006284420000000001,5000
50-65,Female,0-25k,Urban,Banner,Fashion,0.0626,0.218,0.0136468,5000
50-65,Female,0-25k,Urban,Banner,Finance,0.0112,0.2489,0.0027876800000000003,5000
50-65,Female,0-25k,Urban,Banner,Food,0.0207,0.169,0.0034983,5000
50-65,Female,0-25k,Urban,Banner,Health,0.0508,0.084,0.0042672000000000005,5000
50-65,Female,0-25k,Urban,Banner,Travel,0.0518,0.0689,0.00356902,5000
50-65,Female,0-25k,Urban,Native,Finance,0.0792,0.1989,0.01575288,5000
50-65,Female,0-25k,Urban,Native,Technology,0.0452,0.1368,0.00618336,5000
50-65,Female,0-25k,Urban,Text,Fashion,0.0689,0.2271,0.015647190000000002,5000
50-65,Female,0-25k,Urban,Text,Finance,0.0531,0.1931,0.01025361,5000
50-65,Female,0-25k,Urban,Text,Health,0.0324,0.0965,0.0031265999999999998,5000
50-65,Female,0-25k,Urban,Text,Travel,0.0453,0.153,0.0069309,5000
50-65,Female,0-25k,Urban,Video,Fashion,0.04185,0.28875,0.0120841875,5000
50-65,Female,25k-50k,Rural,Banner,Fashion,0.0405,0.41925,0.016979625,5000
50-65,Female,25k-50k,Rural,Banner,Finance,0.051866666666666665,0.19799999999999998,0.010269599999999999,5000
50-65,Female,25k-50k,Rural,Banner,Food,0.07793333333333334,0.3405333333333333,0.02653889777777778,5000
50-65,Female,25k-50k,Rural,Banner,Health,0.0471,0.314,0.014789400000000001,5000
50-65,Female,25k-50k,Rural,Banner,Technology,0.039066666666666666,0.14143333333333333,0.005525328888888888,5000
50-65,Female,25k-50k,Rural,Banner,Travel,0.0541,0.29510000000000003,0.015964910000000002,5000
50-65,Female,25k-50k,Rural,Native,Fashion,0.04573333333333333,0.10956666666666666,0.005010848888888888,5000
50-65,Female,25k-50k,Rural,Native,Finance,0.045533333333333335,0.14780000000000001,0.006729826666666668,5000
50-65,Female,25k-50k,Rural,Native,Food,0.0673,0.1341,0.00902493,5000
50-65,Female,25k-50k,Rural,Native,Health,0.0723,0.246,0.0177858,5000
50-65,Female,25k-50k,Rural,Native,Technology,0.06712499999999999,0.1725,0.011579062499999997,5000
50-65,Female,25k-50k,Rural,Native,Travel,0.0147,0.2517,0.00369999,5000
50-65,Female,25k-50k,Rural,Text,Finance,0.0391,0.111,0.0043401,5000
50-65,Female,25k-50k,Rural,Text,Technology,0.0617,0.219,0.0135123,5000
50-65,Female,25k-50k,Rural,Text,Travel,0.0416,0.1703,0.00708448,5000
50-65,Female,25k-50k,Rural,Video,Fashion,0.05155,0.2496,0.012866879999999999,5000
50-65,Female,25k-50k,Rural,Video,Finance,0.05043333333333333,0.14773333333333333,0.007450684444444444,5000
50-65,Female,25k-50k,Rural,Video,Food,0.04116666666666667,0.29843333333333333,0.012285505555555557,5000
50-65,Female,25k-50k,Rural,Video,Technology,0.04576,0.25738,0.0117777088,5000
50-65,Female,25k-50k,Rural,Video,Travel,0.044899999999999995,0.1377,0.006182729999999999,5000
50-65,Female,25k-50k,Suburban,Banner,Fashion,0.07395,0.10035,0.0074208825,5000
50-65,Female,25k-50k,Suburban,Banner,Finance,0.0499,0.407,0.0203093,5000
50-65,Female,25k-50k,Suburban,Banner,Food,0.05925,0.25735,0.0152479875,5000
50-65,Female,25k-50k,Suburban,Banner,Health,0.07273333333333333,0.0803,0.005840486666666666,5000
50-65,Female,25k-50k,Suburban,Banner,Technology,0.0223,0.5361,0.01195503,5000
50-65,Female,25k-50k,Suburban,Banner,Travel,0.04605,0.0812,0.00373926,5000
50-65,Female,25k-50k,Suburban,Native,Fashion,0.0847,0.1639,0.013882329999999998,5000
50-65,Female,25k-50k,Suburban,Native,Finance,0.03405,0.19215,0.006542707499999999,5000
50-65,Female,25k-50k,Suburban,Native,Food,0.06846666666666666,0.0509,0.003484953333333333,5000
50-65,Female,25k-50k,Suburban,Native,Health,0.0588,0.111375,0.00654885,5000
50-65,Female,25k-50k,Suburban,Native,Travel,0.0714,0.1715,0.012245100000000002,5000
50-65,Female,25k-50k,Suburban,Text,Fashion,0.05122,0.19054000000000001,0.0097594588,5000
50-65,Female,25k-50k,Suburban,Text,Finance,0.0549,0.2591,0.014224589999999999,5000
50-65,Female,25k-50k,Suburban,Text,Food,0.04636666666666667,0.16216666666666665,0.0075191277777777775,5000
50-65,Female,25k-50k,Suburban,Text,Health,0.05135,0.17685,0.0090812475,5000
50-65,Female,25k-50k,Suburban,Text,Technology,0.04792,0.26217999999999997,0.012563665599999998,5000
50-65,Female,25k-50k,Suburban,Text,Travel,0.047975000000000004,0.233925,0.011222551875,5000
50-65,Female,25k-50k,Suburban,Video,Fashion,0.045700000000000005,0.25395,0.011605515000000002,5000
50-65,Female,25k-50k,Suburban,Video,Finance,0.030833333333333334,0.35666666666666663,0.01099722222222222,5000
50-65,Female,25k-50k,Suburban,Video,Food,0.05636,0.30466,0.0171706376,5000
50-65,Female,25k-50k,Suburban,Video,Technology,0.052275,0.207125,0.010827459375000001,5000
50-65,Female,25k-50k,Urban,Banner,Fashion,0.05691428571428571,0.11828571428571429,0.006732146938775509,5000
50-65,Female,25k-50k,Urban,Banner,Finance,0.0556,0.326875,0.01817425,5000
50-65,Female,25k-50k,Urban,Banner,Food,0.0624,0.19514285714285715,0.012176914285714286,5000
50-65,Female,25k-50k,Urban,Banner,Health,0.0309,0.303925,0.0093912825,5000
50-65,Female,25k-50k,Urban,Banner,Technology,0.0531,0.2084,0.011066040000000001,5000
50-65,Female,25k-50k,Urban,Banner,Travel,0.0315,0.4156,0.013091400000000001,5000
50-65,Female,25k-50k,Urban,Native,Fashion,0.062,0.2016,0.0124992,5000
50-65,Female,25k-50k,Urban,Native,Finance,0.049999999999999996,0.17723333333333333,0.008861666666666665,5000
50-65,Female,25k-50k,Urban,Native,Food,0.058025,0.18887500000000002,0.010959471875000001,5000
50-65,Female,25k-50k,Urban,Native,Health,0.05315,0.2025,0.010762875000000002,5000
50-65,Female,25k-50k,Urban,Native,Technology,0.055333333333333325,0.3177666666666667,0.017583088888888886,5000
50-65,Female,25k-50k,Urban,Native,Travel,0.0328,0.239,0.007839200000000001,5000
50-65,Female,25k-50k,Urban,Text,Fashion,0.06035,0.2057,0.012413995,5000
50-65,Female,25k-50k,Urban,Text,Finance,0.0565,0.1433,0.008096450000000002,5000
50-65,Female,25k-50k,Urban,Text,Food,0.02685,0.049600000000000005,0.00133176,5000
50-65,Female,25k-50k,Urban,Text,Health,0.069625,0.2843,0.019794387500000003,5000
50-65,Female,25k-50k,Urban,Text,Technology,0.0534,0.1658666666666667,0.008857280000000002,5000
50-65,Female,25k-50k,Urban,Text,Travel,0.03526666666666667,0.17823333333333333,0.0062856955555555555,5000
50-65,Female,25k-50k,Urban,Video,Fashion,0.039225,0.161225,0.006324050625000001,5000
50-65,Female,25k-50k,Urban,Video,Finance,0.0602,0.1197,0.007205939999999999,5000
50-65,Female,25k-50k,Urban,Video,Food,0.0497,0.1605,0.00797685,5000
50-65,Female,25k-50k,Urban,Video,Health,0.06314,0.17802,0.011240182800000002,5000
50-65,Female,25k-50k,Urban,Video,Travel,0.04805,0.17725000000000002,0.008516862500000002,5000
50-65,Female,50k-75k,Rural,Banner,Fashion,0.047966666666666664,0.1386,0.00664818,5000
50-65,Female,50k-75k,Rural,Banner,Finance,0.045066666666666665,0.09770000000000001,0.004403013333333334,5000
50-65,Female,50k-75k,Rural,Banner,Food,0.06110000000000001,0.14483333333333334,0.00884931666666667,5000
50-65,Female,50k-75k,Rural,Banner,Health,0.043375000000000004,0.279675,0.012130903125000002,5000
50-65,Female,50k-75k,Rural,Banner,Technology,0.05926666666666667,0.29786666666666667,0.017653564444444447,5000
50-65,Female,50k-75k,Rural,Banner,Travel,0.06683333333333334,0.13586666666666666,0.009080422222222223,5000
50-65,Female,50k-75k,Rural,Native,Fashion,0.06010000000000001,0.16443333333333335,0.009882443333333336,5000
50-65,Female,50k-75k,Rural,Native,Finance,0.03825,0.27135,0.0103791375,5000
50-65,Female,50k-75k,Rural,Native,Food,0.053959999999999994,0.16854,0.009094418399999998,5000
50-65,Female,50k-75k,Rural,Native,Health,0.058416666666666665,0.17356666666666667,0.010139186111111111,5000
50-65,Female,50k-75k,Rural,Native,Technology,0.0191,0.177,0.0033806999999999995,5000
50-65,Female,50k-75k,Rural,Native,Travel,0.05263333333333333,0.1321,0.006952863333333332,5000
50-65,Female,50k-75k,Rural,Text,Finance,0.0508,0.1338,0.00679704,5000
50-65,Female,50k-75k,Rural,Text,Food,0.05545,0.19990000000000002,0.011084455000000002,5000
50-65,Female,50k-75k,Rural,Text,Health,0.0763,0.0932,0.007111160000000001,5000
50-65,Female,50k-75k,Rural,Text,Technology,0.066,0.1415,0.009339,5000
50-65,Female,50k-75k,Rural,Text,Travel,0.053349999999999995,0.1039,0.005543065,5000
50-65,Female,50k-75k,Rural,Video,Fashion,0.042300000000000004,0.19605,0.008292915000000001,5000
50-65,Female,50k-75k,Rural,Video,Finance,0.052733333333333327,0.2252333333333333,0.011877304444444441,5000
50-65,Female,50k-75k,Rural,Video,Food,0.046566666666666666,0.23203333333333334,0.01080501888888889,5000
50-65,Female,50k-75k,Rural,Video,Technology,0.066475,0.175925,0.011694614375,5000
50-65,Female,50k-75k,Rural,Video,Travel,0.06635,0.25837499999999997,0.01714318125,5000
50-65,Female,50k-75k,Suburban,Banner,Fashion,0.0595,0.2223,0.01322685,5000
50-65,Female,50k-75k,Suburban,Banner,Finance,0.0579,0.1713,0.00991827,5000
50-65,Female,50k-75k,Suburban,Banner,Food,0.022750000000000003,0.34475,0.007843062500000001,5000
50-65,Female,50k-75k,Suburban,Banner,Health,0.0242,0.131,0.0031702,5000
50-65,Female,50k-75k,Suburban,Banner,Technology,0.048299999999999996,0.15646,0.007557017999999999,5000
50-65,Female,50k-75k,Suburban,Banner,Travel,0.04555,0.207725,0.00946187375,5000
50-65,Female,50k-75k,Suburban,Native,Fashion,0.0633,0.28959999999999997,0.018331679999999996,5000
50-65,Female,50k-75k,Suburban,Native,Finance,0.042300000000000004,0.2392,0.010118160000000001,5000
50-65,Female,50k-75k,Suburban,Native,Food,0.0531,0.0975,0.00517725,5000
50-65,Female,50k-75k,Suburban,Native,Health,0.05345,0.0805,0.004302725,5000
50-65,Female,50k-75k,Suburban,Native,Travel,0.04942857142857143,0.21587142857142855,0.010670216326530611,5000
50-65,Female,50k-75k,Suburban,Text,Fashion,0.0659,0.10314999999999999,0.006797584999999999,5000
50-65,Female,50k-75k,Suburban,Text,Finance,0.04803333333333334,0.25666666666666665,0.012328555555555556,5000
50-65,Female,50k-75k,Suburban,Text,Food,0.046950000000000006,0.40225,0.018885637500000003,5000
50-65,Female,50k-75k,Suburban,Text,Health,0.0345,0.19799999999999998,0.006831,5000
50-65,Female,50k-75k,Suburban,Text,Technology,0.0476,0.11250000000000002,0.005355000000000001,5000
50-65,Female,50k-75k,Suburban,Text,Travel,0.06405,0.14834999999999998,0.009501817499999999,5000
50-65,Female,50k-75k,Suburban,Video,Fashion,0.087,0.1959,0.017043299999999997,5000
50-65,Female,50k-75k,Suburban,Video,Finance,0.03875,0.2842,0.01101275,5000
50-65,Female,50k-75k,Suburban,Video,Food,0.025466666666666665,0.2905,0.0073980666666666655,5000
50-65,Female,50k-75k,Suburban,Video,Technology,0.0655,0.1421,0.009307550000000001,5000
50-65,Female,50k-75k,Urban,Banner,Fashion,0.0254,0.0596,0.00151384,5000
50-65,Female,50k-75k,Urban,Banner,Finance,0.0742,0.14830000000000002,0.01100386,5000
50-65,Female,50k-75k,Urban,Banner,Food,0.0216,0.3031,0.00654696,5000
50-65,Female,50k-75k,Urban,Banner,Health,0.0506,0.18599999999999997,0.0094116,5000
50-65,Female,50k-75k,Urban,Banner,Technology,0.05803333333333333,0.20276666666666665,0.011767225555555554,5000
50-65,Female,50k-75k,Urban,Banner,Travel,0.0599,0.12643333333333331,0.007573356666666666,5000
50-65,Female,50k-75k,Urban,Native,Fashion,0.049199999999999994,0.28200000000000003,0.0138744,5000
50-65,Female,50k-75k,Urban,Native,Finance,0.05245,0.16233333333333333,0.008514383333333332,5000
50-65,Female,50k-75k,Urban,Native,Food,0.040766666666666666,0.22796666666666668,0.009293441111111111,5000
50-65,Female,50k-75k,Urban,Native,Health,0.0596,0.250225,0.014913409999999998,5000
50-65,Female,50k-75k,Urban,Native,Technology,0.04431428571428571,0.15892857142857145,0.007042806122448979,5000
50-65,Female,50k-75k,Urban,Native,Travel,0.0314,0.1388,0.00435832,5000
50-65,Female,50k-75k,Urban,Text,Fashion,0.054900000000000004,0.203,0.011144700000000002,5000
50-65,Female,50k-75k,Urban,Text,Food,0.0463,0.3275,0.015163250000000001,5000
50-65,Female,50k-75k,Urban,Text,Health,0.05005,0.2309,0.011556545,5000
50-65,Female,50k-75k,Urban,Text,Technology,0.03735,0.10445,0.0039012075,5000
50-65,Female,50k-75k,Urban,Text,Travel,0.0645,0.10205,0.006582225000000001,5000
50-65,Female,50k-75k,Urban,Video,Fashion,0.0639,0.1436,0.00917604,5000
50-65,Female,50k-75k,Urban,Video,Finance,0.0645,0.16074999999999998,0.010368374999999999,5000
50-65,Female,50k-75k,Urban,Video,Food,0.0646,0.29879999999999995,0.019302479999999997,5000
50-65,Female,50k-75k,Urban,Video,Health,0.05913999999999999,0.18728,0.011075739199999999,5000
50-65,Female,50k-75k,Urban,Video,Technology,0.05826666666666667,0.19346666666666668,0.011272657777777778,5000
50-65,Female,50k-75k,Urban,Video,Travel,0.0337,0.0764,0.0025746799999999998,5000
50-65,Female,75k-100k,Rural,Banner,Fashion,0.0476,0.16325,0.007770700000000001,5000
50-65,Female,75k-100k,Rural,Banner,Food,0.0342,0.1792,0.00612864,5000
50-65,Female,75k-100k,Rural,Native,Finance,0.0373,0.335975,0.0125318675,5000
50-65,Female,75k-100k,Rural,Text,Fashion,0.0703,0.2434,0.01711102,5000
50-65,Female,75k-100k,Rural,Text,Finance,0.0817,0.23,0.018791,5000
50-65,Female,75k-100k,Rural,Text,Technology,0.0258,0.27295,0.007042110000000001,5000
50-65,Female,75k-100k,Rural,Video,Travel,0.0598,0.2889,0.01727622,5000
50-65,Female,75k-100k,Suburban,Banner,Food,0.05635,0.22475,0.0126646625,5000
50-65,Female,75k-100k,Suburban,Banner,Technology,0.04975,0.3826,0.019034350000000002,5000
50-65,Female,75k-100k,Suburban,Native,Fashion,0.0627,0.3351,0.02101077,5000
50-65,Female,75k-100k,Suburban,Native,Technology,0.0576,0.177,0.0101952,5000
50-65,Female,75k-100k,Suburban,Native,Travel,0.0585,0.3689,0.021580650000000003,5000
50-65,Female,75k-100k,Suburban,Text,Fashion,0.0709,0.16055,0.011382995,5000
50-65,Female,75k-100k,Suburban,Text,Health,0.0487,0.2392,0.01164904,5000
50-65,Female,75k-100k,Suburban,Video,Fashion,0.028749999999999998,0.16599999999999998,0.004772499999999999,5000
50-65,Female,75k-100k,Suburban,Video,Finance,0.0075,0.1074,0.0008054999999999999,5000
50-65,Female,75k-100k,Suburban,Video,Health,0.052833333333333336,0.2567,0.013562316666666666,5000
50-65,Female,75k-100k,Suburban,Video,Travel,0.0423,0.1434,0.0060658199999999995,5000
50-65,Female,75k-100k,Urban,Banner,Finance,0.04,0.1789,0.007156,5000
50-65,Female,75k-100k,Urban,Banner,Technology,0.0733,0.3052,0.022371160000000005,5000
50-65,Female,75k-100k,Urban,Banner,Travel,0.0643,0.1039,0.00668077,5000
50-65,Female,75k-100k,Urban,Native,Health,0.0076,0.3082,0.0023423199999999997,5000
50-65,Female,75k-100k,Urban,Native,Technology,0.0816,0.4635,0.037821600000000004,5000
50-65,Female,75k-100k,Urban,Native,Travel,0.0722,0.2382,0.01719804,5000
50-65,Female,75k-100k,Urban,Text,Fashion,0.0498,0.09195,0.00457911,5000
50-65,Female,75k-100k,Urban,Text,Food,0.06303333333333333,0.11056666666666666,0.0069693855555555545,5000
50-65,Female,75k-100k,Urban,Text,Health,0.0406,0.1795,0.007287699999999999,5000
50-65,Female,75k-100k,Urban,Text,Travel,0.0457,0.1206,0.0055114199999999995,5000
50-65,Female,75k-100k,Urban,Video,Food,0.0372,0.2453,0.009125159999999998,5000
50-65,Female,75k-100k,Urban,Video,Technology,0.0627,0.3911,0.024521970000000004,5000
50-65,Female,100k+,Rural,Text,Finance,0.0451,0.4744,0.02139544,5000
50-65,Female,100k+,Rural,Video,Technology,0.0398,0.4158,0.016548840000000002,5000
50-65,Female,100k+,Rural,Video,Travel,0.0421,0.0511,0.00215131,5000
50-65,Female,100k+,Suburban,Banner,Travel,0.0813,0.5236,0.04256868,5000
50-65,Female,100k+,Suburban,Text,Food,0.0284,0.1249,0.00354716,5000
50-65,Female,100k+,Urban,Text,Health,0.0715,0.3248,0.023223199999999996,5000
50-65,Male,0-25k,Rural,Banner,Food,0.0683,0.2241,0.01530603,5000
50-65,Male,0-25k,Rural,Banner,Health,0.0413,0.1169,0.004827970000000001,5000
50-65,Male,0-25k,Rural,Banner,Technology,0.0458,0.0661,0.00302738,5000
50-65,Male,0-25k,Rural,Native,Finance,0.0403,0.2624,0.010574720000000001,5000
50-65,Male,0-25k,Rural,Native,Food,0.0407,0.08405,0.003420835,5000
50-65,Male,0-25k,Rural,Native,Health,0.0633,0.3869,0.02449077,5000
50-65,Male,0-25k,Rural,Native,Technology,0.048,0.4335,0.020808,5000
50-65,Male,0-25k,Rural,Native,Travel,0.0668,0.2169,0.01448892,5000
50-65,Male,0-25k,Rural,Text,Finance,0.0413,0.2191,0.00904883,5000
50-65,Male,0-25k,Rural,Text,Health,0.0743,0.1372,0.01019396,5000
50-65,Male,0-25k,Rural,Text,Technology,0.0447,0.3346,0.014956619999999999,5000
50-65,Male,0-25k,Rural,Text,Travel,0.0678,0.071,0.004813799999999999,5000
50-65,Male,0-25k,Rural,Video,Fashion,0.0327,0.1366,0.00446682,5000
50-65,Male,0-25k,Rural,Video,Food,0.049499999999999995,0.2851666666666667,0.01411575,5000
50-65,Male,0-25k,Rural,Video,Technology,0.0733,0.2711,0.01987163,5000
50-65,Male,0-25k,Rural,Video,Travel,0.0632,0.2281,0.01441592,5000
50-65,Male,0-25k,Suburban,Banner,Fashion,0.048949999999999994,0.32335,0.0158279825,5000
50-65,Male,0-25k,Suburban,Banner,Food,0.07669999999999999,0.14365,0.011017955,5000
50-65,Male,0-25k,Suburban,Banner,Technology,0.066,0.0804,0.0053064,5000
50-65,Male,0-25k,Suburban,Banner,Travel,0.0283,0.3113,0.00880979,5000
50-65,Male,0-25k,Suburban,Native,Finance,0.04156666666666667,0.2603333333333333,0.010821188888888889,5000
50-65,Male,0-25k,Suburban,Native,Food,0.05045,0.2132,0.01075594,5000
50-65,Male,0-25k,Suburban,Native,Technology,0.0849,0.2859,0.024272909999999998,5000
50-65,Male,0-25k,Suburban,Native,Travel,0.0713,0.46425,0.033101025,5000
50-65,Male,0-25k,Suburban,Text,Fashion,0.0821,0.3896,0.03198616,5000
50-65,Male,0-25k,Suburban,Text,Finance,0.06584999999999999,0.194,0.012774899999999999,5000
50-65,Male,0-25k,Suburban,Text,Food,0.0347,0.25989999999999996,0.009018529999999999,5000
50-65,Male,0-25k,Suburban,Text,Technology,0.07195,0.06735000000000001,0.0048458325,5000
50-65,Male,0-25k,Suburban,Video,Fashion,0.0408,0.1426,0.005818080000000001,5000
50-65,Male,0-25k,Suburban,Video,Technology,0.0489,0.3363,0.01644507,5000
50-65,Male,0-25k,Urban,Banner,Food,0.0655,0.0942,0.0061701,5000
50-65,Male,0-25k,Urban,Native,Fashion,0.0539,0.1426,0.007686140000000001,5000
50-65,Male,0-25k,Urban,Native,Health,0.0263,0.1693,0.00445259,5000
50-65,Male,0-25k,Urban,Native,Technology,0.038400000000000004,0.1693,0.006501120000000001,5000
50-65,Male,0-25k,Urban,Native,Travel,0.03495,0.1321,0.004616895,5000
50-65,Male,0-25k,Urban,Text,Food,0.0377,0.2123,0.008003709999999999,5000
50-65,Male,0-25k,Urban,Text,Travel,0.0188,0.175,0.00329,5000
50-65,Male,0-25k,Urban,Video,Finance,0.045200000000000004,0.12605,0.0056974600000000005,5000
50-65,Male,0-25k,Urban,Video,Technology,0.0208,0.3892,0.00809536,5000
50-65,Male,0-25k,Urban,Video,Travel,0.029,0.1445,0.0041905,5000
50-65,Male,25k-50k,Rural,Banner,Fashion,0.03165,0.200875,0.00635769375,5000
50-65,Male,25k-50k,Rural,Banner,Finance,0.0488,0.3346,0.016328480000000003,5000
50-65,Male,25k-50k,Rural,Banner,Food,0.061225,0.132625,0.008119965625,5000
50-65,Male,25k-50k,Rural,Banner,Health,0.05943333333333333,0.27603333333333335,0.016405581111111112,5000
50-65,Male,25k-50k,Rural,Banner,Technology,0.04276666666666667,0.1262,0.005397153333333334,5000
50-65,Male,25k-50k,Rural,Banner,Travel,0.07426666666666666,0.3360666666666667,0.02495855111111111,5000
50-65,Male,25k-50k,Rural,Native,Fashion,0.0515,0.3301,0.01700015,5000
50-65,Male,25k-50k,Rural,Native,Finance,0.047775,0.170875,0.008163553125,5000
50-65,Male,25k-50k,Rural,Native,Food,0.05343333333333333,0.3960333333333334,0.021161381111111113,5000
50-65,Male,25k-50k,Rural,Native,Health,0.0446,0.3335,0.014874100000000001,5000
50-65,Male,25k-50k,Rural,Native,Technology,0.04486,0.09298,0.0041710828,5000
50-65,Male,25k-50k,Rural,Native,Travel,0.04123333333333334,0.10210000000000001,0.004209923333333334,5000
50-65,Male,25k-50k,Rural,Text,Fashion,0.029266666666666667,0.13756666666666667,0.004026117777777778,5000
50-65,Male,25k-50k,Rural,Text,Finance,0.05567999999999999,0.23178,0.012905510399999999,5000
50-65,Male,25k-50k,Rural,Text,Food,0.056633333333333334,0.1612,0.009129293333333333,5000
50-65,Male,25k-50k,Rural,Text,Health,0.058257142857142855,0.22664285714285715,0.013203565306122449,5000
50-65,Male,25k-50k,Rural,Text,Technology,0.033633333333333335,0.22903333333333334,0.007703154444444445,5000
50-65,Male,25k-50k,Rural,Text,Travel,0.039,0.25122,0.00979758,5000
50-65,Male,25k-50k,Rural,Video,Fashion,0.040975,0.200675,0.008222658124999999,5000
50-65,Male,25k-50k,Rural,Video,Finance,0.06995,0.13095,0.0091599525,5000
50-65,Male,25k-50k,Rural,Video,Food,0.05945,0.15705000000000002,0.009336622500000002,5000
50-65,Male,25k-50k,Rural,Video,Health,0.048175,0.184725,0.008899126875,5000
50-65,Male,25k-50k,Rural,Video,Technology,0.057442857142857136,0.21598571428571428,0.012406836530612243,5000
50-65,Male,25k-50k,Rural,Video,Travel,0.041925000000000004,0.2335,0.009789487500000001,5000
50-65,Male,25k-50k,Suburban,Banner,Fashion,0.0208,0.3849,0.00800592,5000
50-65,Male,25k-50k,Suburban,Banner,Finance,0.0489,0.19990000000000002,0.00977511,5000
50-65,Male,25k-50k,Suburban,Banner,Food,0.04856,0.25716,0.012487689599999999,5000
50-65,Male,25k-50k,Suburban,Banner,Technology,0.052550000000000006,0.14901666666666666,0.007830825833333334,5000
50-65,Male,25k-50k,Suburban,Banner,Travel,0.029066666666666668,0.12343333333333334,0.003587795555555556,5000
50-65,Male,25k-50k,Suburban,Native,Fashion,0.05785,0.22715,0.0131406275,5000
50-65,Male,25k-50k,Suburban,Native,Finance,0.0264,0.18214999999999998,0.00480876,5000
50-65,Male,25k-50k,Suburban,Native,Food,0.0318,0.1621,0.00515478,5000
50-65,Male,25k-50k,Suburban,Native,Health,0.0424,0.15739999999999998,0.006673759999999999,5000
50-65,Male,25k-50k,Suburban,Native,Technology,0.050199999999999995,0.1352,0.0067870399999999985,5000
50-65,Male,25k-50k,Suburban,Native,Travel,0.04394,0.10282,0.004517910799999999,5000
50-65,Male,25k-50k,Suburban,Text,Fashion,0.0594,0.14535,0.00863379,5000
50-65,Male,25k-50k,Suburban,Text,Finance,0.05014,0.16746,0.0083964444,5000
50-65,Male,25k-50k,Suburban,Text,Food,0.043425,0.1642,0.007130385,5000
50-65,Male,25k-50k,Suburban,Text,Health,0.046299999999999994,0.14787999999999998,0.006846843999999999,5000
50-65,Male,25k-50k,Suburban,Text,Technology,0.0631,0.22735,0.014345785,5000
50-65,Male,25k-50k,Suburban,Text,Travel,0.06473333333333334,0.27526666666666666,0.01781892888888889,5000
50-65,Male,25k-50k,Suburban,Video,Fashion,0.049300000000000004,0.18800000000000003,0.009268400000000001,5000
50-65,Male,25k-50k,Suburban,Video,Food,0.052700000000000004,0.11574999999999999,0.006100025,5000
50-65,Male,25k-50k,Suburban,Video,Health,0.0279,0.2797,0.007803630000000001,5000
50-65,Male,25k-50k,Suburban,Video,Technology,0.03353333333333333,0.2407,0.008071473333333332,5000
50-65,Male,25k-50k,Suburban,Video,Travel,0.065,0.1847,0.0120055,5000
50-65,Male,25k-50k,Urban,Banner,Fashion,0.05302,0.29702,0.0157480004,5000
50-65,Male,25k-50k,Urban,Banner,Finance,0.039128571428571436,0.16912857142857143,0.006617759387755103,5000
50-65,Male,25k-50k,Urban,Banner,Food,0.057,0.1526,0.008698200000000001,5000
50-65,Male,25k-50k,Urban,Banner,Health,0.05176666666666666,0.2568,0.013293679999999997,5000
50-65,Male,25k-50k,Urban,Banner,Technology,0.04936,0.32616,0.0160992576,5000
50-65,Male,25k-50k,Urban,Banner,Travel,0.05196666666666666,0.18366666666666667,0.009544544444444443,5000
50-65,Male,25k-50k,Urban,Native,Fashion,0.07636666666666668,0.083,0.006338433333333335,5000
