age_range,gender,income_range,location,ad_type,ad_topic,ctr,conversion_rate,conv_per_impr,ub,allocated_impressions,expected_conversions
35-50,Other,50k-75k,Suburban,Video,Food,0.05715,0.1038,0.00593217,5000,0,0.0
35-50,Other,50k-75k,Suburban,Video,Health,0.0358,0.0983,0.0035191399999999,5000,0,0.0
35-50,Other,50k-75k,Suburban,Video,Technology,0.04805,0.23055,0.0110779275,5000,0,0.0
35-50,Other,50k-75k,Suburban,Video,Travel,0.0353,0.1429,0.0050443699999999,5000,0,0.0
35-50,Other,50k-75k,Urban,Banner,Fashion,0.0492333333333333,0.2156666666666666,0.0106179888888888,5000,0,0.0
35-50,Other,50k-75k,Urban,Banner,Finance,0.0254,0.2276,0.0057810399999999,5000,0,0.0
35-50,Other,50k-75k,Urban,Banner,Food,0.0722,0.4052,0.02925544,5000,5000,146.2772
35-50,Other,50k-75k,Urban,Banner,Health,0.0689333333333333,0.2254333333333333,0.0155398711111111,5000,0,0.0
35-50,Other,50k-75k,Urban,Banner,Technology,0.04265,0.1822,0.00777083,5000,0,0.0
35-50,Other,50k-75k,Urban,Banner,Travel,0.065775,0.25875,0.0170192812499999,5000,0,0.0
35-50,Other,50k-75k,Urban,Native,Fashion,0.0629,0.3472,0.0218388799999999,5000,5000,109.1943999999995
35-50,Other,50k-75k,Urban,Native,Finance,0.0651,0.1397,0.00909447,5000,0,0.0
35-50,Other,50k-75k,Urban,Native,Food,0.0627,0.0518,0.00324786,5000,0,0.0
35-50,Other,50k-75k,Urban,Native,Travel,0.0436,0.266,0.0115976,5000,0,0.0
35-50,Other,50k-75k,Urban,Text,Fashion,0.0453,0.0779,0.00352887,5000,0,0.0
35-50,Other,50k-75k,Urban,Text,Finance,0.049,0.2356,0.0115444,5000,0,0.0
35-50,Other,50k-75k,Urban,Text,Food,0.0342333333333333,0.2767666666666666,0.0094746455555555,5000,0,0.0
35-50,Other,50k-75k,Urban,Text,Health,0.0528,0.119775,0.00632412,5000,0,0.0
35-50,Other,50k-75k,Urban,Text,Travel,0.04726,0.2165,0.01023179,5000,0,0.0
35-50,Other,50k-75k,Urban,Video,Fashion,0.0,0.19,0.0,5000,0,0.0
35-50,Other,50k-75k,Urban,Video,Finance,0.05,0.4038,0.02019,5000,5000,100.95
35-50,Other,50k-75k,Urban,Video,Food,0.0254,0.1696,0.0043078399999999,5000,0,0.0
35-50,Other,50k-75k,Urban,Video,Health,0.061,0.1289,0.0078628999999999,5000,0,0.0
35-50,Other,50k-75k,Urban,Video,Technology,0.05,0.4232,0.02116,5000,5000,105.80000000000001
35-50,Other,50k-75k,Urban,Video,Travel,0.02035,0.2919,0.005940165,5000,0,0.0
35-50,Other,75k-100k,Rural,Banner,Fashion,0.0503,0.1268333333333333,0.0063797166666666,5000,0,0.0
35-50,Other,75k-100k,Rural,Banner,Finance,0.0478,0.2666,0.01274348,5000,0,0.0
35-50,Other,75k-100k,Rural,Banner,Food,0.0863,0.0869,0.00749947,5000,0,0.0
35-50,Other,75k-100k,Rural,Native,Fashion,0.0751,0.3501,0.02629251,5000,5000,131.46255000000002
35-50,Other,75k-100k,Rural,Native,Health,0.0612,0.2268,0.0138801599999999,5000,0,0.0
35-50,Other,75k-100k,Rural,Native,Technology,0.0237,0.1712,0.00405744,5000,0,0.0
35-50,Other,75k-100k,Rural,Text,Finance,0.0494,0.2822,0.01394068,5000,0,0.0
35-50,Other,75k-100k,Rural,Text,Food,0.04945,0.2048499999999999,0.0101298325,5000,0,0.0
35-50,Other,75k-100k,Rural,Text,Travel,0.0038,0.0482,0.00018316,5000,0,0.0
35-50,Other,75k-100k,Rural,Video,Health,0.0265,0.0753,0.00199545,5000,0,0.0
35-50,Other,75k-100k,Rural,Video,Technology,0.0473,0.0866,0.00409618,5000,0,0.0
35-50,Other,75k-100k,Rural,Video,Travel,0.0596,0.1577,0.00939892,5000,0,0.0
35-50,Other,75k-100k,Suburban,Native,Finance,0.0417,0.3659,0.01525803,5000,0,0.0
35-50,Other,75k-100k,Suburban,Native,Technology,0.0429,0.2127,0.00912483,5000,0,0.0
35-50,Other,75k-100k,Suburban,Native,Travel,0.0184,0.1499,0.00275816,5000,0,0.0
35-50,Other,75k-100k,Suburban,Text,Fashion,0.0,0.1591,0.0,5000,0,0.0
35-50,Other,75k-100k,Suburban,Text,Technology,0.0306666666666666,0.2167666666666667,0.0066475111111111,5000,0,0.0
35-50,Other,75k-100k,Suburban,Text,Travel,0.0866,0.2098,0.01816868,5000,5000,90.8434
35-50,Other,75k-100k,Suburban,Video,Finance,0.0957,0.1373,0.01313961,5000,0,0.0
35-50,Other,75k-100k,Urban,Banner,Food,0.0277,0.2645,0.00732665,5000,0,0.0
35-50,Other,75k-100k,Urban,Banner,Health,0.0674,0.1844,0.01242856,5000,0,0.0
35-50,Other,75k-100k,Urban,Native,Health,0.0471,0.18345,0.008640495,5000,0,0.0
35-50,Other,75k-100k,Urban,Native,Travel,0.0669,0.1853,0.0123965699999999,5000,0,0.0
35-50,Other,75k-100k,Urban,Text,Fashion,0.0613,0.0836,0.0051246799999999,5000,0,0.0
35-50,Other,75k-100k,Urban,Text,Finance,0.04305,0.1835999999999999,0.00790398,5000,0,0.0
35-50,Other,75k-100k,Urban,Text,Travel,0.0554,0.095,0.0052629999999999,5000,0,0.0
35-50,Other,75k-100k,Urban,Video,Fashion,0.054,0.0198,0.0010692,5000,0,0.0
35-50,Other,75k-100k,Urban,Video,Finance,0.0322,0.1986,0.00639492,5000,0,0.0
35-50,Other,75k-100k,Urban,Video,Technology,0.0269,0.4796,0.01290124,5000,0,0.0
35-50,Other,100k+,Rural,Banner,Fashion,0.0472,0.1082,0.00510704,5000,0,0.0
35-50,Other,100k+,Rural,Banner,Finance,0.0506,0.1714,0.00867284,5000,0,0.0
50-65,Female,0-25k,Rural,Banner,Fashion,0.0605,0.1261,0.0076290499999999,5000,0,0.0
50-65,Female,0-25k,Rural,Banner,Food,0.046725,0.17095,0.00798763875,5000,0,0.0
50-65,Female,0-25k,Rural,Banner,Technology,0.0223,0.1248,0.00278304,5000,0,0.0
50-65,Female,0-25k,Rural,Native,Fashion,0.0267999999999999,0.1518,0.0040682399999999,5000,0,0.0
50-65,Female,0-25k,Rural,Native,Finance,0.0378,0.4107,0.01552446,5000,0,0.0
50-65,Female,0-25k,Rural,Text,Fashion,0.0703,0.1383,0.00972249,5000,0,0.0
50-65,Female,0-25k,Rural,Text,Health,0.05595,0.07875,0.0044060625,5000,0,0.0
50-65,Female,0-25k,Rural,Text,Travel,0.0746,0.0769,0.00573674,5000,0,0.0
50-65,Female,0-25k,Rural,Video,Finance,0.0571,0.30055,0.0171614049999999,5000,0,0.0
50-65,Female,0-25k,Rural,Video,Technology,0.04315,0.0904,0.0039007599999999,5000,0,0.0
50-65,Female,0-25k,Suburban,Banner,Finance,0.0597,0.1177,0.00702669,5000,0,0.0
50-65,Female,0-25k,Suburban,Banner,Food,0.0656,0.1304,0.00855424,5000,0,0.0
50-65,Female,0-25k,Suburban,Banner,Health,0.0725,0.3626,0.0262884999999999,5000,5000,131.44249999999948
50-65,Female,0-25k,Suburban,Banner,Technology,0.0713,0.0999,0.00712287,5000,0,0.0
50-65,Female,0-25k,Suburban,Banner,Travel,0.05,0.444,0.0222,5000,5000,111.0
50-65,Female,0-25k,Suburban,Native,Finance,0.0582,0.134,0.0077988,5000,0,0.0
50-65,Female,0-25k,Suburban,Native,Health,0.038,0.3226,0.0122588,5000,0,0.0
50-65,Female,0-25k,Suburban,Native,Travel,0.0659,0.0599,0.00394741,5000,0,0.0
50-65,Female,0-25k,Suburban,Text,Food,0.0665,0.365,0.0242725,5000,5000,121.3625
50-65,Female,0-25k,Suburban,Text,Health,0.0375,0.0949,0.00355875,5000,0,0.0
50-65,Female,0-25k,Suburban,Text,Technology,0.0317,0.0121,0.0003835699999999,5000,0,0.0
50-65,Female,0-25k,Suburban,Video,Health,0.0398,0.1579,0.00628442,5000,0,0.0
50-65,Female,0-25k,Urban,Banner,Fashion,0.0626,0.218,0.0136468,5000,0,0.0
50-65,Female,0-25k,Urban,Banner,Finance,0.0112,0.2489,0.00278768,5000,0,0.0
50-65,Female,0-25k,Urban,Banner,Food,0.0207,0.169,0.0034983,5000,0,0.0
50-65,Female,0-25k,Urban,Banner,Health,0.0508,0.084,0.0042672,5000,0,0.0
50-65,Female,0-25k,Urban,Banner,Travel,0.0518,0.0689,0.00356902,5000,0,0.0
50-65,Female,0-25k,Urban,Native,Finance,0.0792,0.1989,0.01575288,5000,0,0.0
50-65,Female,0-25k,Urban,Native,Technology,0.0452,0.1368,0.00618336,5000,0,0.0
50-65,Female,0-25k,Urban,Text,Fashion,0.0689,0.2271,0.01564719,5000,0,0.0
50-65,Female,0-25k,Urban,Text,Finance,0.0531,0.1931,0.01025361,5000,0,0.0
50-65,Female,0-25k,Urban,Text,Health,0.0324,0.0965,0.0031265999999999,5000,0,0.0
50-65,Female,0-25k,Urban,Text,Travel,0.0453,0.153,0.0069309,5000,0,0.0
50-65,Female,0-25k,Urban,Video,Fashion,0.04185,0.28875,0.0120841875,5000,0,0.0
50-65,Female,25k-50k,Rural,Banner,Fashion,0.0405,0.41925,0.016979625,5000,0,0.0
50-65,Female,25k-50k,Rural,Banner,Finance,0.0518666666666666,0.1979999999999999,0.0102695999999999,5000,0,0.0
50-65,Female,25k-50k,Rural,Banner,Food,0.0779333333333333,0.3405333333333333,0.0265388977777777,5000,5000,132.6944888888885
50-65,Female,25k-50k,Rural,Banner,Health,0.0471,0.314,0.0147894,5000,0,0.0
50-65,Female,25k-50k,Rural,Banner,Technology,0.0390666666666666,0.1414333333333333,0.0055253288888888,5000,0,0.0
50-65,Female,25k-50k,Rural,Banner,Travel,0.0541,0.2951,0.01596491,5000,0,0.0
50-65,Female,25k-50k,Rural,Native,Fashion,0.0457333333333333,0.1095666666666666,0.0050108488888888,5000,0,0.0
50-65,Female,25k-50k,Rural,Native,Finance,0.0455333333333333,0.1478,0.0067298266666666,5000,0,0.0
50-65,Female,25k-50k,Rural,Native,Food,0.0673,0.1341,0.00902493,5000,0,0.0
50-65,Female,25k-50k,Rural,Native,Health,0.0723,0.246,0.0177858,5000,0,0.0
50-65,Female,25k-50k,Rural,Native,Technology,0.0671249999999999,0.1725,0.0115790624999999,5000,0,0.0
50-65,Female,25k-50k,Rural,Native,Travel,0.0147,0.2517,0.00369999,5000,0,0.0
50-65,Female,25k-50k,Rural,Text,Finance,0.0391,0.111,0.0043401,5000,0,0.0
50-65,Female,25k-50k,Rural,Text,Technology,0.0617,0.219,0.0135123,5000,0,0.0
50-65,Female,25k-50k,Rural,Text,Travel,0.0416,0.1703,0.00708448,5000,0,0.0
50-65,Female,25k-50k,Rural,Video,Fashion,0.05155,0.2496,0.0128668799999999,5000,0,0.0
50-65,Female,25k-50k,Rural,Video,Finance,0.0504333333333333,0.1477333333333333,0.0074506844444444,5000,0,0.0
50-65,Female,25k-50k,Rural,Video,Food,0.0411666666666666,0.2984333333333333,0.0122855055555555,5000,0,0.0
50-65,Female,25k-50k,Rural,Video,Technology,0.04576,0.25738,0.0117777088,5000,0,0.0
50-65,Female,25k-50k,Rural,Video,Travel,0.0448999999999999,0.1377,0.0061827299999999,5000,0,0.0
50-65,Female,25k-50k,Suburban,Banner,Fashion,0.07395,0.10035,0.0074208825,5000,0,0.0
50-65,Female,25k-50k,Suburban,Banner,Finance,0.0499,0.407,0.0203093,5000,5000,101.5465
50-65,Female,25k-50k,Suburban,Banner,Food,0.05925,0.25735,0.0152479875,5000,0,0.0
50-65,Female,25k-50k,Suburban,Banner,Health,0.0727333333333333,0.0803,0.0058404866666666,5000,0,0.0
50-65,Female,25k-50k,Suburban,Banner,Technology,0.0223,0.5361,0.01195503,5000,0,0.0
50-65,Female,25k-50k,Suburban,Banner,Travel,0.04605,0.0812,0.00373926,5000,0,0.0
50-65,Female,25k-50k,Suburban,Native,Fashion,0.0847,0.1639,0.0138823299999999,5000,0,0.0
50-65,Female,25k-50k,Suburban,Native,Finance,0.03405,0.19215,0.0065427074999999,5000,0,0.0
50-65,Female,25k-50k,Suburban,Native,Food,0.0684666666666666,0.0509,0.0034849533333333,5000,0,0.0
50-65,Female,25k-50k,Suburban,Native,Health,0.0588,0.111375,0.00654885,5000,0,0.0
50-65,Female,25k-50k,Suburban,Native,Travel,0.0714,0.1715,0.0122451,5000,0,0.0
50-65,Female,25k-50k,Suburban,Text,Fashion,0.05122,0.19054,0.0097594588,5000,0,0.0
50-65,Female,25k-50k,Suburban,Text,Finance,0.0549,0.2591,0.0142245899999999,5000,0,0.0
50-65,Female,25k-50k,Suburban,Text,Food,0.0463666666666666,0.1621666666666666,0.0075191277777777,5000,0,0.0
50-65,Female,25k-50k,Suburban,Text,Health,0.05135,0.17685,0.0090812475,5000,0,0.0
50-65,Female,25k-50k,Suburban,Text,Technology,0.04792,0.2621799999999999,0.0125636655999999,5000,0,0.0
50-65,Female,25k-50k,Suburban,Text,Travel,0.047975,0.233925,0.011222551875,5000,0,0.0
50-65,Female,25k-50k,Suburban,Video,Fashion,0.0457,0.25395,0.011605515,5000,0,0.0
50-65,Female,25k-50k,Suburban,Video,Finance,0.0308333333333333,0.3566666666666666,0.0109972222222222,5000,0,0.0
50-65,Female,25k-50k,Suburban,Video,Food,0.05636,0.30466,0.0171706376,5000,0,0.0
50-65,Female,25k-50k,Suburban,Video,Technology,0.052275,0.207125,0.010827459375,5000,0,0.0
50-65,Female,25k-50k,Urban,Banner,Fashion,0.0569142857142857,0.1182857142857142,0.0067321469387755,5000,0,0.0
50-65,Female,25k-50k,Urban,Banner,Finance,0.0556,0.326875,0.01817425,5000,5000,90.87125
50-65,Female,25k-50k,Urban,Banner,Food,0.0624,0.1951428571428571,0.0121769142857142,5000,0,0.0
50-65,Female,25k-50k,Urban,Banner,Health,0.0309,0.303925,0.0093912825,5000,0,0.0
50-65,Female,25k-50k,Urban,Banner,Technology,0.0531,0.2084,0.01106604,5000,0,0.0
50-65,Female,25k-50k,Urban,Banner,Travel,0.0315,0.4156,0.0130914,5000,0,0.0
50-65,Female,25k-50k,Urban,Native,Fashion,0.062,0.2016,0.0124992,5000,0,0.0
50-65,Female,25k-50k,Urban,Native,Finance,0.0499999999999999,0.1772333333333333,0.0088616666666666,5000,0,0.0
50-65,Female,25k-50k,Urban,Native,Food,0.058025,0.188875,0.010959471875,5000,0,0.0
50-65,Female,25k-50k,Urban,Native,Health,0.05315,0.2025,0.010762875,5000,0,0.0
50-65,Female,25k-50k,Urban,Native,Technology,0.0553333333333333,0.3177666666666667,0.0175830888888888,5000,0,0.0
50-65,Female,25k-50k,Urban,Native,Travel,0.0328,0.239,0.0078392,5000,0,0.0
50-65,Female,25k-50k,Urban,Text,Fashion,0.06035,0.2057,0.012413995,5000,0,0.0
50-65,Female,25k-50k,Urban,Text,Finance,0.0565,0.1433,0.00809645,5000,0,0.0
50-65,Female,25k-50k,Urban,Text,Food,0.02685,0.0496,0.00133176,5000,0,0.0
50-65,Female,25k-50k,Urban,Text,Health,0.069625,0.2843,0.0197943875,5000,5000,98.9719375
50-65,Female,25k-50k,Urban,Text,Technology,0.0534,0.1658666666666667,0.00885728,5000,0,0.0
50-65,Female,25k-50k,Urban,Text,Travel,0.0352666666666666,0.1782333333333333,0.0062856955555555,5000,0,0.0
50-65,Female,25k-50k,Urban,Video,Fashion,0.039225,0.161225,0.006324050625,5000,0,0.0
50-65,Female,25k-50k,Urban,Video,Finance,0.0602,0.1197,0.0072059399999999,5000,0,0.0
50-65,Female,25k-50k,Urban,Video,Food,0.0497,0.1605,0.00797685,5000,0,0.0
50-65,Female,25k-50k,Urban,Video,Health,0.06314,0.17802,0.0112401828,5000,0,0.0
50-65,Female,25k-50k,Urban,Video,Travel,0.04805,0.17725,0.0085168625,5000,0,0.0
50-65,Female,50k-75k,Rural,Banner,Fashion,0.0479666666666666,0.1386,0.00664818,5000,0,0.0
50-65,Female,50k-75k,Rural,Banner,Finance,0.0450666666666666,0.0977,0.0044030133333333,5000,0,0.0
50-65,Female,50k-75k,Rural,Banner,Food,0.0611,0.1448333333333333,0.0088493166666666,5000,0,0.0
50-65,Female,50k-75k,Rural,Banner,Health,0.043375,0.279675,0.012130903125,5000,0,0.0
50-65,Female,50k-75k,Rural,Banner,Technology,0.0592666666666666,0.2978666666666666,0.0176535644444444,5000,0,0.0
50-65,Female,50k-75k,Rural,Banner,Travel,0.0668333333333333,0.1358666666666666,0.0090804222222222,5000,0,0.0
50-65,Female,50k-75k,Rural,Native,Fashion,0.0601,0.1644333333333333,0.0098824433333333,5000,0,0.0
50-65,Female,50k-75k,Rural,Native,Finance,0.03825,0.27135,0.0103791375,5000,0,0.0
50-65,Female,50k-75k,Rural,Native,Food,0.0539599999999999,0.16854,0.0090944183999999,5000,0,0.0
50-65,Female,50k-75k,Rural,Native,Health,0.0584166666666666,0.1735666666666666,0.0101391861111111,5000,0,0.0
50-65,Female,50k-75k,Rural,Native,Technology,0.0191,0.177,0.0033806999999999,5000,0,0.0
50-65,Female,50k-75k,Rural,Native,Travel,0.0526333333333333,0.1321,0.0069528633333333,5000,0,0.0
50-65,Female,50k-75k,Rural,Text,Finance,0.0508,0.1338,0.00679704,5000,0,0.0
50-65,Female,50k-75k,Rural,Text,Food,0.05545,0.1999,0.011084455,5000,0,0.0
50-65,Female,50k-75k,Rural,Text,Health,0.0763,0.0932,0.00711116,5000,0,0.0
50-65,Female,50k-75k,Rural,Text,Technology,0.066,0.1415,0.009339,5000,0,0.0
50-65,Female,50k-75k,Rural,Text,Travel,0.0533499999999999,0.1039,0.005543065,5000,0,0.0
50-65,Female,50k-75k,Rural,Video,Fashion,0.0423,0.19605,0.008292915,5000,0,0.0
50-65,Female,50k-75k,Rural,Video,Finance,0.0527333333333333,0.2252333333333333,0.0118773044444444,5000,0,0.0
50-65,Female,50k-75k,Rural,Video,Food,0.0465666666666666,0.2320333333333333,0.0108050188888888,5000,0,0.0
50-65,Female,50k-75k,Rural,Video,Technology,0.066475,0.175925,0.011694614375,5000,0,0.0
50-65,Female,50k-75k,Rural,Video,Travel,0.06635,0.2583749999999999,0.01714318125,5000,0,0.0
50-65,Female,50k-75k,Suburban,Banner,Fashion,0.0595,0.2223,0.01322685,5000,0,0.0
50-65,Female,50k-75k,Suburban,Banner,Finance,0.0579,0.1713,0.00991827,5000,0,0.0
50-65,Female,50k-75k,Suburban,Banner,Food,0.02275,0.34475,0.0078430625,5000,0,0.0
50-65,Female,50k-75k,Suburban,Banner,Health,0.0242,0.131,0.0031702,5000,0,0.0
50-65,Female,50k-75k,Suburban,Banner,Technology,0.0482999999999999,0.15646,0.0075570179999999,5000,0,0.0
50-65,Female,50k-75k,Suburban,Banner,Travel,0.04555,0.207725,0.00946187375,5000,0,0.0
50-65,Female,50k-75k,Suburban,Native,Fashion,0.0633,0.2895999999999999,0.0183316799999999,5000,5000,91.65839999999949
50-65,Female,50k-75k,Suburban,Native,Finance,0.0423,0.2392,0.01011816,5000,0,0.0
50-65,Female,50k-75k,Suburban,Native,Food,0.0531,0.0975,0.00517725,5000,0,0.0
50-65,Female,50k-75k,Suburban,Native,Health,0.05345,0.0805,0.004302725,5000,0,0.0
50-65,Female,50k-75k,Suburban,Native,Travel,0.0494285714285714,0.2158714285714285,0.0106702163265306,5000,0,0.0
50-65,Female,50k-75k,Suburban,Text,Fashion,0.0659,0.1031499999999999,0.0067975849999999,5000,0,0.0
50-65,Female,50k-75k,Suburban,Text,Finance,0.0480333333333333,0.2566666666666666,0.0123285555555555,5000,0,0.0
50-65,Female,50k-75k,Suburban,Text,Food,0.04695,0.40225,0.0188856375,5000,5000,94.4281875
50-65,Female,50k-75k,Suburban,Text,Health,0.0345,0.1979999999999999,0.006831,5000,0,0.0
50-65,Female,50k-75k,Suburban,Text,Technology,0.0476,0.1125,0.005355,5000,0,0.0
50-65,Female,50k-75k,Suburban,Text,Travel,0.06405,0.1483499999999999,0.0095018174999999,5000,0,0.0
50-65,Female,50k-75k,Suburban,Video,Fashion,0.087,0.1959,0.0170432999999999,5000,0,0.0
50-65,Female,50k-75k,Suburban,Video,Finance,0.03875,0.2842,0.01101275,5000,0,0.0
50-65,Female,50k-75k,Suburban,Video,Food,0.0254666666666666,0.2905,0.0073980666666666,5000,0,0.0
50-65,Female,50k-75k,Suburban,Video,Technology,0.0655,0.1421,0.00930755,5000,0,0.0
50-65,Female,50k-75k,Urban,Banner,Fashion,0.0254,0.0596,0.00151384,5000,0,0.0
50-65,Female,50k-75k,Urban,Banner,Finance,0.0742,0.1483,0.01100386,5000,0,0.0
50-65,Female,50k-75k,Urban,Banner,Food,0.0216,0.3031,0.00654696,5000,0,0.0
50-65,Female,50k-75k,Urban,Banner,Health,0.0506,0.1859999999999999,0.0094116,5000,0,0.0
50-65,Female,50k-75k,Urban,Banner,Technology,0.0580333333333333,0.2027666666666666,0.0117672255555555,5000,0,0.0
50-65,Female,50k-75k,Urban,Banner,Travel,0.0599,0.1264333333333333,0.0075733566666666,5000,0,0.0
50-65,Female,50k-75k,Urban,Native,Fashion,0.0491999999999999,0.282,0.0138744,5000,0,0.0
50-65,Female,50k-75k,Urban,Native,Finance,0.05245,0.1623333333333333,0.0085143833333333,5000,0,0.0
50-65,Female,50k-75k,Urban,Native,Food,0.0407666666666666,0.2279666666666666,0.0092934411111111,5000,0,0.0
50-65,Female,50k-75k,Urban,Native,Health,0.0596,0.250225,0.0149134099999999,5000,0,0.0
50-65,Female,50k-75k,Urban,Native,Technology,0.0443142857142857,0.1589285714285714,0.0070428061224489,5000,0,0.0
50-65,Female,50k-75k,Urban,Native,Travel,0.0314,0.1388,0.00435832,5000,0,0.0
50-65,Female,50k-75k,Urban,Text,Fashion,0.0549,0.203,0.0111447,5000,0,0.0
50-65,Female,50k-75k,Urban,Text,Food,0.0463,0.3275,0.01516325,5000,0,0.0
50-65,Female,50k-75k,Urban,Text,Health,0.05005,0.2309,0.011556545,5000,0,0.0
50-65,Female,50k-75k,Urban,Text,Technology,0.03735,0.10445,0.0039012075,5000,0,0.0
50-65,Female,50k-75k,Urban,Text,Travel,0.0645,0.10205,0.006582225,5000,0,0.0
50-65,Female,50k-75k,Urban,Video,Fashion,0.0639,0.1436,0.00917604,5000,0,0.0
50-65,Female,50k-75k,Urban,Video,Finance,0.0645,0.1607499999999999,0.0103683749999999,5000,0,0.0
50-65,Female,50k-75k,Urban,Video,Food,0.0646,0.2987999999999999,0.0193024799999999,5000,5000,96.5123999999995
50-65,Female,50k-75k,Urban,Video,Health,0.0591399999999999,0.18728,0.0110757391999999,5000,0,0.0
50-65,Female,50k-75k,Urban,Video,Technology,0.0582666666666666,0.1934666666666666,0.0112726577777777,5000,0,0.0
50-65,Female,50k-75k,Urban,Video,Travel,0.0337,0.0764,0.0025746799999999,5000,0,0.0
50-65,Female,75k-100k,Rural,Banner,Fashion,0.0476,0.16325,0.0077707,5000,0,0.0
50-65,Female,75k-100k,Rural,Banner,Food,0.0342,0.1792,0.00612864,5000,0,0.0
50-65,Female,75k-100k,Rural,Native,Finance,0.0373,0.335975,0.0125318675,5000,0,0.0
50-65,Female,75k-100k,Rural,Text,Fashion,0.0703,0.2434,0.01711102,5000,0,0.0
50-65,Female,75k-100k,Rural,Text,Finance,0.0817,0.23,0.018791,5000,5000,93.955
50-65,Female,75k-100k,Rural,Text,Technology,0.0258,0.27295,0.00704211,5000,0,0.0
50-65,Female,75k-100k,Rural,Video,Travel,0.0598,0.2889,0.01727622,5000,0,0.0
50-65,Female,75k-100k,Suburban,Banner,Food,0.05635,0.22475,0.0126646625,5000,0,0.0
50-65,Female,75k-100k,Suburban,Banner,Technology,0.04975,0.3826,0.01903435,5000,5000,95.17174999999999
50-65,Female,75k-100k,Suburban,Native,Fashion,0.0627,0.3351,0.02101077,5000,5000,105.05385000000001
50-65,Female,75k-100k,Suburban,Native,Technology,0.0576,0.177,0.0101952,5000,0,0.0
50-65,Female,75k-100k,Suburban,Native,Travel,0.0585,0.3689,0.02158065,5000,5000,107.90325
50-65,Female,75k-100k,Suburban,Text,Fashion,0.0709,0.16055,0.011382995,5000,0,0.0
50-65,Female,75k-100k,Suburban,Text,Health,0.0487,0.2392,0.01164904,5000,0,0.0
50-65,Female,75k-100k,Suburban,Video,Fashion,0.0287499999999999,0.1659999999999999,0.0047724999999999,5000,0,0.0
50-65,Female,75k-100k,Suburban,Video,Finance,0.0075,0.1074,0.0008054999999999,5000,0,0.0
50-65,Female,75k-100k,Suburban,Video,Health,0.0528333333333333,0.2567,0.0135623166666666,5000,0,0.0
50-65,Female,75k-100k,Suburban,Video,Travel,0.0423,0.1434,0.0060658199999999,5000,0,0.0
50-65,Female,75k-100k,Urban,Banner,Finance,0.04,0.1789,0.007156,5000,0,0.0
50-65,Female,75k-100k,Urban,Banner,Technology,0.0733,0.3052,0.02237116,5000,5000,111.8558
50-65,Female,75k-100k,Urban,Banner,Travel,0.0643,0.1039,0.00668077,5000,0,0.0
50-65,Female,75k-100k,Urban,Native,Health,0.0076,0.3082,0.0023423199999999,5000,0,0.0
50-65,Female,75k-100k,Urban,Native,Technology,0.0816,0.4635,0.0378216,5000,5000,189.10799999999998
50-65,Female,75k-100k,Urban,Native,Travel,0.0722,0.2382,0.01719804,5000,0,0.0
50-65,Female,75k-100k,Urban,Text,Fashion,0.0498,0.09195,0.00457911,5000,0,0.0
50-65,Female,75k-100k,Urban,Text,Food,0.0630333333333333,0.1105666666666666,0.0069693855555555,5000,0,0.0
50-65,Female,75k-100k,Urban,Text,Health,0.0406,0.1795,0.0072876999999999,5000,0,0.0
50-65,Female,75k-100k,Urban,Text,Travel,0.0457,0.1206,0.0055114199999999,5000,0,0.0
50-65,Female,75k-100k,Urban,Video,Food,0.0372,0.2453,0.0091251599999999,5000,0,0.0
50-65,Female,75k-100k,Urban,Video,Technology,0.0627,0.3911,0.02452197,5000,5000,122.60985000000001
50-65,Female,100k+,Rural,Text,Finance,0.0451,0.4744,0.02139544,5000,5000,106.97720000000001
50-65,Female,100k+,Rural,Video,Technology,0.0398,0.4158,0.01654884,5000,0,0.0
50-65,Female,100k+,Rural,Video,Travel,0.0421,0.0511,0.00215131,5000,0,0.0
50-65,Female,100k+,Suburban,Banner,Travel,0.0813,0.5236,0.04256868,5000,5000,212.84339999999997
50-65,Female,100k+,Suburban,Text,Food,0.0284,0.1249,0.00354716,5000,0,0.0
50-65,Female,100k+,Urban,Text,Health,0.0715,0.3248,0.0232231999999999,5000,5000,116.11599999999949
50-65,Male,0-25k,Rural,Banner,Food,0.0683,0.2241,0.01530603,5000,0,0.0
50-65,Male,0-25k,Rural,Banner,Health,0.0413,0.1169,0.00482797,5000,0,0.0
50-65,Male,0-25k,Rural,Banner,Technology,0.0458,0.0661,0.00302738,5000,0,0.0
50-65,Male,0-25k,Rural,Native,Finance,0.0403,0.2624,0.01057472,5000,0,0.0
50-65,Male,0-25k,Rural,Native,Food,0.0407,0.08405,0.003420835,5000,0,0.0
50-65,Male,0-25k,Rural,Native,Health,0.0633,0.3869,0.02449077,5000,5000,122.45384999999999
50-65,Male,0-25k,Rural,Native,Technology,0.048,0.4335,0.020808,5000,5000,104.04
50-65,Male,0-25k,Rural,Native,Travel,0.0668,0.2169,0.01448892,5000,0,0.0
50-65,Male,0-25k,Rural,Text,Finance,0.0413,0.2191,0.00904883,5000,0,0.0
50-65,Male,0-25k,Rural,Text,Health,0.0743,0.1372,0.01019396,5000,0,0.0
50-65,Male,0-25k,Rural,Text,Technology,0.0447,0.3346,0.0149566199999999,5000,0,0.0
50-65,Male,0-25k,Rural,Text,Travel,0.0678,0.071,0.0048137999999999,5000,0,0.0
