Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR
40,Other,44871.53,Rural,Native,Food,Search Engine,5,2024-01-12 20:45:56.924355,0.2993,0.08
46,Other,59828.93,Rural,Text,Finance,Social Media,7,2023-10-05 20:45:56.924355,0.1272,0.0505
51,Male,25623.74,Suburban,Text,Fashion,Search Engine,5,2024-03-26 20:45:56.924355,0.1211,0.0484
37,Male,15767.27,Rural,Banner,Finance,Search Engine,7,2023-10-07 20:45:56.924355,0.1936,0.0369
64,Male,13903.02,Urban,Video,Finance,Search Engine,4,2023-12-02 20:45:56.924355,0.0968,0.0293
50,Male,13073.97,Rural,Native,Fashion,Social Media,4,2023-11-29 20:45:56.924355,0.1103,0.0262
46,Female,57857.51,Suburban,Video,Travel,Search Engine,3,2024-03-02 20:45:56.924355,0.0966,0.01
11,Male,78892.39,Rural,Banner,Travel,Search Engine,7,2023-06-13 20:45:56.924355,0.201,0.0749
31,Female,85483.87,Urban,Native,Fashion,Search Engine,7,2023-09-27 20:45:56.924355,0.1955,0.0783
24,Male,45320.77,Suburban,Video,Food,Social Media,1,2023-06-24 20:45:56.924355,0.1299,0.0251
53,Other,67028.51,Urban,Native,Food,Website,3,2023-09-12 20:45:56.924355,0.2789,0.0
27,Male,34269.43,Urban,Native,Finance,Website,7,2023-09-05 20:45:56.924355,0.438,0.0654
40,Male,40424.07,Rural,Banner,Food,Social Media,7,2024-03-05 20:45:56.924355,0.1987,0.0263
30,Male,66223.61,Suburban,Banner,Fashion,Social Media,5,2024-02-29 20:45:56.924355,0.0428,0.0726
36,Female,60911.61,Suburban,Text,Finance,Social Media,4,2023-04-27 20:45:56.924355,0.032,0.048
29,Male,20267.67,Urban,Native,Travel,Website,7,2023-08-21 20:45:56.924355,0.1034,0.067
36,Female,60385.01,Suburban,Text,Technology,Search Engine,5,2023-10-19 20:45:56.924355,0.2809,0.0652
49,Female,61346.42,Suburban,Banner,Travel,Website,3,2023-06-26 20:45:56.924355,0.3604,0.037
44,Male,44936.7,Suburban,Video,Food,Website,5,2023-06-25 20:45:56.924355,0.1575,0.0437
8,Female,59595.22,Urban,Text,Food,Search Engine,6,2023-06-15 20:45:56.924355,0.0747,0.1189
18,Male,14718.23,Suburban,Banner,Finance,Website,5,2023-12-06 20:45:56.924355,0.114,0.0562
43,Other,14810.85,Rural,Banner,Technology,Search Engine,2,2023-06-15 20:45:56.924355,0.3221,0.0742
28,Male,29189.5,Urban,Banner,Travel,Social Media,7,2023-07-23 20:45:56.924355,0.2047,0.0423
59,Male,37112.21,Urban,Banner,Health,Website,5,2023-12-18 20:45:56.924355,0.2128,0.0416
31,Male,49072.47,Urban,Video,Technology,Social Media,4,2023-06-15 20:45:56.924355,0.1415,0.0738
19,Male,81846.08,Suburban,Video,Food,Search Engine,6,2024-01-06 20:45:56.924355,0.1474,0.0256
40,Male,30301.93,Rural,Native,Food,Search Engine,5,2023-06-01 20:45:56.924355,0.1317,0.0644
27,Female,68537.65,Suburban,Banner,Technology,Social Media,8,2024-01-09 20:45:56.924355,0.1323,0.0146
23,Male,43334.78,Urban,Banner,Food,Website,4,2023-08-21 20:45:56.924355,0.1133,0.0813
28,Female,53507.15,Suburban,Native,Technology,Website,3,2024-01-18 20:45:56.924355,0.1769,0.0905
47,Male,40670.12,Suburban,Native,Finance,Search Engine,7,2023-12-01 20:45:56.924355,0.1712,0.0663
39,Female,73471.12,Rural,Text,Food,Search Engine,7,2024-03-02 20:45:56.924355,0.1033,0.04
47,Female,40103.07,Suburban,Text,Food,Website,7,2023-06-02 20:45:56.924355,0.3591,0.0386
19,Male,38310.87,Urban,Video,Fashion,Website,8,2023-05-03 20:45:56.924355,0.1317,0.0319
49,Male,65810.86,Urban,Text,Travel,Search Engine,5,2023-08-08 20:45:56.924355,0.4252,0.0359
34,Female,69669.75,Rural,Native,Health,Search Engine,3,2023-05-12 20:45:56.924355,0.0502,0.0607
25,Female,39204.25,Rural,Video,Fashion,Social Media,10,2023-11-15 20:45:56.924355,0.1769,0.0635
14,Male,43477.19,Urban,Text,Travel,Search Engine,5,2023-09-28 20:45:56.924355,0.0221,0.0401
52,Male,60784.79,Suburban,Text,Health,Search Engine,5,2023-10-18 20:45:56.924355,0.085,0.0209
37,Male,38497.45,Rural,Text,Fashion,Search Engine,6,2023-06-19 20:45:56.924355,0.1907,0.0579
41,Male,45504.39,Suburban,Native,Travel,Search Engine,4,2023-09-21 20:45:56.924355,0.3714,0.0223
16,Female,27193.35,Rural,Video,Technology,Website,7,2023-10-29 20:45:56.924355,0.044,0.0621
35,Male,31695.36,Rural,Text,Finance,Social Media,12,2024-01-01 20:45:56.924355,0.1104,0.0499
20,Female,43600.73,Rural,Banner,Food,Search Engine,2,2023-12-20 20:45:56.924355,0.05,0.0163
41,Female,28872.77,Rural,Banner,Food,Website,9,2023-06-17 20:45:56.924355,0.0647,0.0443
32,Other,59597.2,Suburban,Native,Fashion,Website,2,2024-02-21 20:45:56.924355,0.5342,0.0574
-3,Male,19009.98,Suburban,Video,Technology,Social Media,2,2023-08-10 20:45:56.924355,0.2644,0.0472
10,Female,44633.44,Rural,Banner,Finance,Search Engine,6,2024-04-02 20:45:56.924355,0.1778,0.0179
34,Male,71020.0,Urban,Banner,Technology,Website,3,2023-06-09 20:45:56.924355,0.1808,0.0437
35,Male,32656.47,Urban,Text,Health,Social Media,7,2023-06-11 20:45:56.924355,0.4245,0.0971
28,Female,14191.19,Suburban,Text,Technology,Search Engine,7,2023-07-09 20:45:56.924355,0.2793,0.0843
24,Female,40688.55,Suburban,Video,Travel,Search Engine,9,2023-09-24 20:45:56.924355,0.0862,0.0619
33,Female,33488.41,Rural,Banner,Finance,Search Engine,3,2024-03-28 20:45:56.924355,0.0735,0.0705
19,Male,75098.56,Suburban,Text,Food,Search Engine,6,2023-10-01 20:45:56.924355,0.3815,0.0741
35,Male,39744.03,Urban,Banner,Food,Social Media,9,2023-11-06 20:45:56.924355,0.1051,0.0702
50,Other,57960.82,Urban,Text,Food,Social Media,4,2023-11-02 20:45:56.924355,0.1468,0.0154
28,Female,61213.33,Rural,Video,Finance,Website,10,2023-06-04 20:45:56.924355,0.1517,0.0217
25,Other,54305.51,Suburban,Video,Food,Social Media,5,2023-06-03 20:45:56.924355,0.1564,0.0634
38,Male,16000.75,Urban,Text,Fashion,Social Media,4,2023-09-15 20:45:56.924355,0.115,0.0729
65,Male,49417.74,Rural,Native,Finance,Social Media,1,2023-06-17 20:45:56.924355,0.2868,0.041
15,Male,87297.79,Suburban,Video,Travel,Search Engine,4,2023-09-02 20:45:56.924355,0.2436,0.0398
56,Other,62278.45,Suburban,Video,Finance,Website,7,2024-02-02 20:45:56.924355,0.1182,0.0686
45,Female,50489.14,Rural,Text,Travel,Social Media,1,2023-10-27 20:45:56.924355,0.2424,0.0648
53,Female,31008.71,Rural,Banner,Fashion,Website,4,2023-07-22 20:45:56.924355,0.2827,0.0442
55,Female,49851.06,Suburban,Text,Food,Website,5,2023-12-11 20:45:56.924355,0.2206,0.0601
33,Male,30458.97,Rural,Text,Food,Social Media,4,2023-12-22 20:45:56.924355,0.0372,0.0493
42,Female,22255.96,Urban,Text,Finance,Social Media,2,2023-05-10 20:45:56.924355,0.1103,0.0253
33,Female,52212.4,Urban,Video,Fashion,Social Media,2,2023-10-03 20:45:56.924355,0.2915,0.0694
7,Female,18307.79,Suburban,Native,Health,Search Engine,4,2023-05-07 20:45:56.924355,0.3093,0.0265
26,Male,40920.78,Urban,Native,Health,Website,9,2024-01-15 20:45:56.924355,0.2581,0.056
44,Male,27508.17,Urban,Banner,Technology,Website,5,2023-08-17 20:45:56.924355,0.1408,0.0449
47,Male,24607.74,Urban,Video,Travel,Social Media,11,2023-07-07 20:45:56.924355,0.0671,0.072
26,Other,76529.31,Rural,Text,Travel,Search Engine,8,2024-03-15 20:45:56.924355,0.0686,0.0172
16,Male,37035.64,Suburban,Native,Food,Search Engine,4,2023-09-04 20:45:56.924355,0.2102,0.0193
46,Female,70395.08,Suburban,Native,Food,Search Engine,3,2023-11-11 20:45:56.924355,0.0822,0.0522
51,Male,34079.03,Urban,Text,Fashion,Website,3,2023-11-22 20:45:56.924355,0.3511,0.0927
37,Male,51053.1,Suburban,Native,Travel,Social Media,4,2024-02-23 20:45:56.924355,0.1904,0.0554
38,Male,53622.72,Rural,Text,Food,Search Engine,3,2024-01-31 20:45:56.924355,0.1339,0.0127
33,Male,17997.24,Suburban,Text,Food,Website,9,2023-12-10 20:45:56.924355,0.1671,0.0399
23,Male,24418.76,Rural,Banner,Health,Search Engine,3,2024-03-17 20:45:56.924355,0.3279,0.07
31,Male,35254.53,Rural,Text,Travel,Social Media,4,2023-07-07 20:45:56.924355,0.0741,0.0159
40,Female,66195.51,Suburban,Text,Finance,Social Media,8,2024-04-19 20:45:56.924355,0.0935,0.0631
19,Female,87304.23,Rural,Video,Finance,Search Engine,2,2023-11-03 20:45:56.924355,0.2452,0.0449
57,Male,62003.26,Suburban,Banner,Health,Social Media,4,2023-11-23 20:45:56.924355,0.1171,0.0356
32,Other,58075.07,Rural,Banner,Food,Website,8,2023-07-17 20:45:56.924355,0.0945,0.0704
-2,Other,49015.27,Suburban,Video,Food,Search Engine,5,2024-03-01 20:45:56.924355,0.2032,0.0554
47,Female,72456.68,Suburban,Video,Finance,Social Media,1,2023-10-18 20:45:56.924355,0.1851,0.077
16,Male,37002.36,Suburban,Text,Finance,Website,6,2023-05-21 20:45:56.924355,0.2383,0.0472
20,Other,70232.11,Urban,Text,Fashion,Social Media,6,2024-03-31 20:45:56.924355,0.2612,0.0498
25,Male,44916.49,Suburban,Video,Technology,Search Engine,2,2024-02-19 20:45:56.924355,0.355,0.0632
31,Female,39444.05,Rural,Banner,Health,Search Engine,7,2023-11-30 20:45:56.924355,0.1632,0.0985
36,Female,45194.98,Urban,Native,Finance,Social Media,4,2023-06-29 20:45:56.924355,0.2862,0.0442
11,Male,47739.68,Urban,Native,Travel,Search Engine,7,2024-02-16 20:45:56.924355,0.5729,0.0245
34,Male,72677.22,Urban,Video,Technology,Search Engine,5,2024-03-03 20:45:56.924355,0.1223,0.0517
36,Male,35595.06,Urban,Video,Fashion,Search Engine,7,2024-04-10 20:45:56.924355,0.229,0.0376
10,Female,60998.96,Suburban,Video,Finance,Social Media,5,2023-12-18 20:45:56.924355,0.0624,0.0838
25,Male,30540.42,Urban,Text,Finance,Website,5,2024-04-17 20:45:56.924355,0.0889,0.0305
51,Male,32484.36,Suburban,Native,Travel,Social Media,2,2023-07-10 20:45:56.924355,0.0404,0.0689
37,Female,13692.52,Rural,Video,Technology,Website,4,2023-07-02 20:45:56.924355,0.0403,0.014
56,Other,36319.0,Suburban,Text,Technology,Search Engine,3,2024-04-16 20:45:56.924355,0.3364,0.0673
44,Female,51919.86,Rural,Native,Technology,Website,6,2023-05-07 20:45:56.924355,0.2006,0.0693
46,Male,60507.57,Urban,Native,Fashion,Search Engine,4,2024-04-07 20:45:56.924355,0.2742,0.0241
4,Male,71224.59,Rural,Video,Travel,Search Engine,7,2024-03-30 20:45:56.924355,0.1849,0.0486
47,Female,50161.52,Rural,Text,Travel,Search Engine,7,2023-06-18 20:45:56.924355,0.4584,0.0589
29,Female,79154.35,Suburban,Native,Finance,Social Media,6,2023-10-12 20:45:56.924355,0.0579,0.0475
32,Male,23991.11,Suburban,Banner,Health,Website,4,2023-10-06 20:45:56.924355,0.3498,0.0401
35,Female,88010.9,Urban,Native,Travel,Social Media,8,2023-08-18 20:45:56.924355,0.1239,0.0364
35,Male,34682.74,Urban,Text,Fashion,Website,4,2024-03-15 20:45:56.924355,0.2656,0.05
48,Male,49789.13,Rural,Banner,Finance,Search Engine,3,2024-04-18 20:45:56.924355,0.1107,0.0231
36,Male,66734.74,Urban,Text,Fashion,Search Engine,8,2023-05-31 20:45:56.924355,0.3782,0.0523
64,Male,36646.74,Urban,Native,Technology,Website,8,2023-11-19 20:45:56.924355,0.0306,0.0506
38,Female,68595.09,Rural,Video,Food,Social Media,2,2024-02-27 20:45:56.924355,0.2264,0.0584
35,Female,69370.71,Urban,Native,Food,Search Engine,6,2023-06-14 20:45:56.924355,0.0312,0.0329
62,Other,49227.09,Rural,Banner,Travel,Search Engine,4,2024-03-14 20:45:56.924355,0.0717,0.0342
27,Female,40936.7,Rural,Video,Fashion,Social Media,5,2023-10-17 20:45:56.924355,0.2925,0.0519
17,Male,52159.25,Suburban,Text,Travel,Social Media,5,2023-09-13 20:45:56.924355,0.0276,0.0764
69,Female,48150.94,Suburban,Text,Health,Website,2,2024-03-08 20:45:56.924355,0.1904,0.0562
29,Female,63372.09,Rural,Video,Fashion,Social Media,6,2024-02-20 20:45:56.924355,0.2754,0.0387
34,Female,85190.86,Urban,Native,Health,Search Engine,4,2023-09-27 20:45:56.924355,0.3843,0.0511
60,Male,66340.81,Rural,Text,Travel,Search Engine,8,2023-09-19 20:45:56.924355,0.2916,0.0734
34,Male,37465.05,Suburban,Video,Fashion,Website,3,2023-12-05 20:45:56.924355,0.0989,0.0549
18,Female,-707.39,Rural,Banner,Fashion,Search Engine,3,2023-08-20 20:45:56.924355,0.2452,0.0751
11,Female,37582.72,Rural,Video,Fashion,Search Engine,2,2023-07-24 20:45:56.924355,0.152,0.0525
32,Female,50825.93,Suburban,Video,Travel,Search Engine,5,2023-05-05 20:45:56.924355,0.2028,0.0432
55,Female,60825.69,Urban,Native,Travel,Search Engine,5,2024-03-14 20:45:56.924355,0.1388,0.0314
32,Female,36571.64,Suburban,Banner,Health,Search Engine,5,2023-05-21 20:45:56.924355,0.2754,0.038
17,Male,47542.4,Rural,Banner,Technology,Website,5,2024-03-03 20:45:56.924355,0.0734,0.0241
24,Male,43366.68,Rural,Text,Finance,Social Media,1,2023-09-27 20:45:56.924355,0.3564,0.06
31,Female,46693.74,Rural,Text,Food,Social Media,6,2024-02-02 20:45:56.924355,0.1959,0.0706
40,Female,79082.58,Suburban,Text,Technology,Search Engine,4,2024-04-17 20:45:56.924355,0.068,0.0445
33,Male,62114.1,Rural,Banner,Fashion,Social Media,4,2023-10-30 20:45:56.924355,0.3076,0.0773
21,Male,65965.02,Suburban,Native,Health,Social Media,4,2023-04-22 20:45:56.924355,0.2936,0.032
37,Female,52761.72,Rural,Native,Food,Search Engine,9,2024-03-29 20:45:56.924355,0.2313,0.0462
25,Male,20362.87,Rural,Banner,Fashion,Website,3,2023-07-04 20:45:56.924355,0.2302,0.0566
26,Female,87978.67,Suburban,Video,Travel,Social Media,4,2023-12-12 20:45:56.924355,0.3266,0.0394
36,Male,30280.32,Rural,Native,Finance,Website,4,2024-02-29 20:45:56.924355,0.2053,0.0503
33,Male,25709.96,Rural,Text,Travel,Social Media,3,2024-03-23 20:45:56.924355,0.1282,0.0323
27,Male,65229.28,Urban,Video,Finance,Search Engine,7,2023-06-27 20:45:56.924355,0.1352,0.0553
16,Female,34633.57,Urban,Video,Fashion,Social Media,4,2023-06-22 20:45:56.924355,0.2341,0.0565
16,Female,41708.8,Suburban,Text,Technology,Social Media,5,2024-02-01 20:45:56.924355,0.1316,0.0485
31,Male,41847.19,Rural,Native,Health,Website,6,2023-08-15 20:45:56.924355,0.2665,0.0628
34,Male,45192.95,Rural,Banner,Fashion,Website,6,2024-03-16 20:45:56.924355,0.2016,0.0416
40,Female,39058.01,Suburban,Banner,Travel,Website,5,2023-09-20 20:45:56.924355,0.4461,0.0417
23,Male,69929.53,Rural,Video,Finance,Search Engine,4,2023-09-15 20:45:56.924355,0.2262,0.0454
36,Female,13553.39,Suburban,Banner,Travel,Search Engine,4,2023-06-03 20:45:56.924355,0.0343,0.064
20,Female,59494.5,Rural,Video,Finance,Website,5,2024-03-14 20:45:56.924355,0.1166,0.0534
21,Female,81331.07,Suburban,Native,Finance,Search Engine,1,2024-01-19 20:45:56.924355,0.1907,0.0371
46,Female,68280.53,Suburban,Text,Travel,Social Media,10,2023-12-10 20:45:56.924355,0.0948,0.0603
42,Male,53458.44,Suburban,Native,Health,Website,5,2023-05-01 20:45:56.924355,0.0721,0.051
29,Female,60888.93,Suburban,Native,Travel,Website,6,2024-03-11 20:45:56.924355,0.045,0.0548
48,Female,46727.27,Suburban,Banner,Health,Website,3,2023-12-06 20:45:56.924355,0.077,0.0457
52,Male,32253.12,Suburban,Text,Health,Social Media,5,2023-08-15 20:45:56.924355,0.4327,0.0654
18,Male,58878.85,Urban,Native,Finance,Search Engine,3,2024-01-15 20:45:56.924355,0.0714,0.0628
44,Male,62454.26,Urban,Banner,Travel,Social Media,3,2024-03-01 20:45:56.924355,0.1553,0.041
55,Female,85108.16,Urban,Native,Travel,Search Engine,6,2023-10-01 20:45:56.924355,0.2382,0.0722
31,Male,40023.75,Rural,Banner,Fashion,Search Engine,6,2024-04-03 20:45:56.924355,0.1815,0.0283
23,Male,23613.77,Rural,Video,Technology,Search Engine,4,2023-11-27 20:45:56.924355,0.2153,0.0817
20,Male,-1430.16,Rural,Banner,Food,Social Media,7,2023-10-14 20:45:56.924355,0.2364,0.0581
49,Female,53497.96,Rural,Banner,Travel,Website,3,2023-11-24 20:45:56.924355,0.359,0.0444
43,Male,26805.73,Urban,Banner,Health,Search Engine,5,2024-04-06 20:45:56.924355,0.1685,0.0418
49,Female,68633.86,Urban,Video,Finance,Social Media,3,2023-06-03 20:45:56.924355,0.0281,0.0526
20,Male,52366.68,Urban,Banner,Food,Website,4,2023-09-22 20:45:56.924355,0.3614,0.026
27,Female,70378.27,Rural,Banner,Food,Website,5,2023-11-17 20:45:56.924355,0.0445,0.05
28,Male,70488.52,Suburban,Banner,Travel,Social Media,6,2023-10-09 20:45:56.924355,0.0612,0.0404
43,Other,38292.82,Urban,Video,Health,Website,5,2023-10-26 20:45:56.924355,0.1186,0.0509
35,Female,68471.18,Rural,Banner,Technology,Website,4,2023-11-26 20:45:56.924355,0.4316,0.0818
21,Female,75443.17,Suburban,Video,Finance,Search Engine,10,2024-04-01 20:45:56.924355,0.0557,0.0685
35,Male,67038.02,Suburban,Video,Food,Search Engine,4,2024-04-12 20:45:56.924355,0.2852,0.031
32,Female,41271.73,Rural,Text,Travel,Search Engine,4,2023-11-15 20:45:56.924355,0.2843,0.0269
39,Male,25711.75,Rural,Video,Food,Search Engine,8,2024-01-10 20:45:56.924355,0.0495,0.0359
20,Male,55284.78,Rural,Banner,Finance,Website,5,2023-11-13 20:45:56.924355,0.0512,0.0481
55,Female,42120.22,Rural,Native,Finance,Website,4,2023-11-05 20:45:56.924355,0.2157,0.0553
25,Female,48389.27,Suburban,Text,Health,Social Media,5,2023-05-14 20:45:56.924355,0.2857,0.0448
31,Male,58339.7,Rural,Text,Travel,Social Media,4,2023-11-16 20:45:56.924355,0.1274,0.0389
63,Other,17401.93,Suburban,Video,Technology,Website,6,2023-07-22 20:45:56.924355,0.4229,0.0556
21,Male,11873.89,Suburban,Text,Food,Website,4,2024-01-23 20:45:56.924355,0.183,0.0677
35,Female,31111.1,Urban,Native,Travel,Search Engine,5,2024-03-20 20:45:56.924355,0.0799,0.0791
54,Female,69729.24,Rural,Native,Health,Website,3,2023-05-17 20:45:56.924355,0.1656,0.0725
55,Male,-15689.75,Rural,Video,Health,Search Engine,5,2024-02-01 20:45:56.924355,0.1213,0.0402
43,Female,58788.65,Suburban,Banner,Fashion,Website,5,2024-03-22 20:45:56.924355,0.2714,0.077
19,Female,60947.3,Urban,Text,Health,Social Media,7,2024-01-19 20:45:56.924355,0.5799,0.026
2,Female,45976.0,Rural,Banner,Fashion,Website,4,2024-02-22 20:45:56.924355,0.4133,0.062
54,Female,63008.81,Urban,Native,Technology,Social Media,9,2023-07-02 20:45:56.924355,0.0886,0.0434
21,Other,56811.65,Urban,Video,Health,Website,2,2023-11-14 20:45:56.924355,0.2847,0.0682
13,Male,60535.76,Urban,Banner,Fashion,Website,9,2023-06-13 20:45:56.924355,0.2086,0.0162
65,Male,85540.07,Urban,Video,Technology,Search Engine,0,2023-06-21 20:45:56.924355,0.1196,0.0286
4,Male,60444.55,Suburban,Native,Finance,Social Media,6,2023-12-11 20:45:56.924355,0.1577,0.0604
34,Male,68563.97,Suburban,Video,Health,Website,2,2023-08-01 20:45:56.924355,0.0283,0.0583
10,Male,45621.09,Urban,Text,Finance,Social Media,3,2024-01-09 20:45:56.924355,0.0428,0.0312
41,Female,57469.63,Urban,Native,Technology,Search Engine,12,2023-11-15 20:45:56.924355,0.2403,0.0588
35,Female,25987.42,Rural,Video,Health,Search Engine,4,2023-05-07 20:45:56.924355,0.1319,0.1149
48,Male,55851.16,Rural,Video,Technology,Search Engine,5,2023-12-05 20:45:56.924355,0.1235,0.0671
34,Male,73976.89,Rural,Native,Technology,Social Media,1,2023-06-24 20:45:56.924355,0.4506,0.036
35,Male,64469.41,Rural,Native,Technology,Social Media,3,2023-05-13 20:45:56.924355,0.0864,0.0306
26,Male,40785.49,Suburban,Native,Health,Search Engine,0,2023-10-25 20:45:56.924355,0.1195,0.0488
32,Female,32092.86,Urban,Text,Food,Website,2,2024-03-07 20:45:56.924355,0.1607,0.0299
46,Female,48622.03,Suburban,Native,Finance,Website,6,2023-06-02 20:45:56.924355,0.3558,0.0494
0,Female,46007.63,Rural,Native,Finance,Website,8,2023-10-09 20:45:56.924355,0.1736,0.052
21,Male,101408.39,Suburban,Banner,Fashion,Search Engine,5,2023-04-28 20:45:56.924355,0.2137,0.0408
25,Female,54574.01,Urban,Banner,Technology,Website,5,2024-02-15 20:45:56.924355,0.1562,0.0572
57,Male,80106.36,Urban,Video,Travel,Search Engine,7,2023-08-24 20:45:56.924355,0.1459,0.0393
23,Female,51974.15,Rural,Text,Health,Search Engine,1,2023-05-21 20:45:56.924355,0.108,0.0579
35,Female,58415.93,Urban,Banner,Health,Social Media,9,2024-02-06 20:45:56.924355,0.225,0.0254
39,Other,46663.37,Rural,Text,Technology,Search Engine,2,2023-11-13 20:45:56.924355,0.2993,0.059
62,Male,42171.5,Suburban,Banner,Technology,Website,4,2023-08-01 20:45:56.924355,0.0736,0.0562
16,Female,50944.68,Suburban,Banner,Finance,Website,3,2023-06-13 20:45:56.924355,0.2149,0.0403
12,Male,67925.25,Suburban,Video,Finance,Website,3,2023-07-31 20:45:56.924355,0.2226,0.0543
27,Other,37910.04,Rural,Native,Food,Website,4,2024-02-14 20:45:56.924355,0.3279,0.0804
65,Male,45319.35,Rural,Video,Travel,Website,4,2024-04-05 20:45:56.924355,0.0573,0.0302
41,Female,57914.5,Suburban,Banner,Fashion,Search Engine,7,2023-12-20 20:45:56.924355,0.1292,0.0483
35,Male,20237.33,Suburban,Native,Finance,Search Engine,3,2023-12-31 20:45:56.924355,0.1343,0.0317
37,Male,58017.84,Urban,Video,Finance,Social Media,3,2023-11-16 20:45:56.924355,0.033,0.0287
22,Male,45441.46,Urban,Banner,Technology,Website,4,2024-02-28 20:45:56.924355,0.08,0.0777
18,Female,91439.77,Rural,Video,Health,Website,8,2024-02-14 20:45:56.924355,0.1372,0.0564
45,Female,39421.97,Urban,Video,Food,Website,6,2024-03-20 20:45:56.924355,0.2005,0.0607
56,Male,56483.76,Suburban,Banner,Travel,Search Engine,5,2023-07-26 20:45:56.924355,0.3317,0.0768
41,Male,-3645.34,Suburban,Text,Food,Social Media,2,2023-12-14 20:45:56.924355,0.1566,0.069
33,Female,84091.3,Suburban,Native,Health,Social Media,4,2023-12-08 20:45:56.924355,0.2846,0.04
18,Male,46335.82,Urban,Text,Finance,Website,2,2023-06-23 20:45:56.924355,0.0853,0.0383
28,Female,23122.39,Urban,Native,Food,Search Engine,3,2024-02-25 20:45:56.924355,0.3927,0.0603
60,Other,46239.64,Urban,Video,Health,Website,8,2024-01-26 20:45:56.924355,0.2264,0.0412
-8,Male,71460.17,Urban,Text,Travel,Search Engine,3,2023-12-29 20:45:56.924355,0.2585,0.0515
60,Female,57043.75,Suburban,Native,Fashion,Search Engine,5,2023-08-20 20:45:56.924355,0.2439,0.0318
32,Male,54229.35,Urban,Native,Travel,Search Engine,3,2024-01-25 20:45:56.924355,0.1507,0.0578
29,Male,61224.64,Urban,Banner,Fashion,Website,3,2023-08-22 20:45:56.924355,0.1381,0.0455
37,Female,69460.39,Urban,Text,Food,Social Media,5,2023-12-14 20:45:56.924355,0.0473,0.0776
31,Female,20558.39,Rural,Native,Health,Website,2,2024-02-11 20:45:56.924355,0.3693,0.0111
-2,Other,48548.64,Rural,Banner,Travel,Social Media,6,2024-03-31 20:45:56.924355,0.0885,0.0516
25,Male,20565.09,Suburban,Banner,Technology,Social Media,7,2023-11-28 20:45:56.924355,0.1637,0.0248
45,Female,82810.84,Suburban,Banner,Travel,Social Media,3,2023-11-10 20:45:56.924355,0.0295,0.0208
53,Male,20206.24,Suburban,Text,Food,Search Engine,3,2023-07-23 20:45:56.924355,0.3959,0.0204
19,Female,51057.39,Urban,Native,Technology,Website,7,2023-05-16 20:45:56.924355,0.2046,0.0456
31,Female,14464.28,Suburban,Video,Health,Social Media,6,2024-01-10 20:45:56.924355,0.267,0.0687
14,Male,68602.39,Suburban,Banner,Travel,Website,6,2023-05-01 20:45:56.924355,0.0642,0.0
33,Male,85675.22,Rural,Native,Health,Social Media,6,2023-07-02 20:45:56.924355,0.1427,0.013
49,Male,55563.33,Suburban,Video,Finance,Website,3,2024-03-05 20:45:56.924355,0.3518,0.0375
31,Male,52811.19,Rural,Text,Travel,Search Engine,10,2023-09-04 20:45:56.924355,0.0506,0.0338
27,Male,43885.8,Rural,Banner,Health,Social Media,6,2023-11-18 20:45:56.924355,0.2016,0.0554
9,Female,45840.48,Rural,Text,Health,Social Media,7,2024-04-19 20:45:56.924355,0.3893,0.0581
38,Male,60468.74,Rural,Video,Health,Social Media,4,2023-10-30 20:45:56.924355,0.1637,0.0385
24,Female,38725.64,Rural,Video,Travel,Search Engine,7,2023-10-27 20:45:56.924355,0.0559,0.0368
31,Female,21167.38,Urban,Video,Fashion,Search Engine,4,2024-02-10 20:45:56.924355,0.2234,0.0266
21,Female,29903.75,Rural,Text,Food,Social Media,8,2024-01-06 20:45:56.924355,0.2726,0.0651
16,Female,58454.96,Urban,Native,Health,Search Engine,5,2023-09-14 20:45:56.924355,0.1434,0.0298
32,Male,70495.39,Suburban,Video,Technology,Social Media,5,2023-05-04 20:45:56.924355,0.1192,0.0797
25,Female,1702.95,Rural,Banner,Travel,Social Media,6,2023-08-02 20:45:56.924355,0.0508,0.0648
52,Female,74575.91,Rural,Banner,Fashion,Search Engine,4,2023-09-09 20:45:56.924355,0.0827,0.0345
11,Female,91012.88,Suburban,Native,Health,Search Engine,6,2023-12-09 20:45:56.924355,0.4792,0.0335
23,Male,42407.84,Urban,Video,Food,Website,5,2023-12-09 20:45:56.924355,0.0533,0.0471
25,Female,78660.37,Suburban,Video,Fashion,Website,6,2023-09-11 20:45:56.924355,0.3514,0.0734
10,Male,17477.62,Rural,Video,Finance,Social Media,8,2024-01-10 20:45:56.924355,0.0741,0.0046
41,Female,41379.6,Suburban,Text,Food,Search Engine,7,2023-12-30 20:45:56.924355,0.1186,0.0262
-3,Male,42697.72,Rural,Text,Health,Social Media,5,2024-04-05 20:45:56.924355,0.0541,0.0587
25,Male,33736.21,Suburban,Text,Food,Website,6,2024-02-23 20:45:56.924355,0.3419,0.0256
40,Female,52817.28,Urban,Banner,Travel,Website,4,2023-11-28 20:45:56.924355,0.1209,0.0943
51,Male,48275.32,Rural,Text,Health,Website,4,2023-06-27 20:45:56.924355,0.1394,0.0952
12,Male,28314.52,Suburban,Banner,Health,Website,3,2023-12-07 20:45:56.924355,0.2766,0.0439
30,Male,40048.32,Rural,Text,Food,Search Engine,2,2023-08-18 20:45:56.924355,0.4429,0.0447
